-3,-2,-1,0,1,2,3
"150,617","158,354","166,091","173,828","181,565","189,302","197,039"
"150,851","158,578","166,305","174,032","181,759","189,486","197,213"
"151,076","158,792","166,509","174,225","181,942","189,658","197,374"
"151,291","158,996","166,702","174,407","182,112","189,818","197,523"
"151,497","159,191","166,885","174,578","182,272","189,966","197,659"
"151,695","159,376","167,058","174,739","182,421","190,102","197,784"
"151,883","159,552","167,221","174,89","182,559","190,227","197,896"
"152,057","159,715","167,373","175,03","182,688","190,345","198,003"
"152,229","159,873","167,517","175,161","182,805","190,449","198,093"
"152,392","160,022","167,652","175,282","182,912","190,542","198,173"
"152,543","160,16","167,778","175,395","183,013","190,63","198,247"
"152,692","160,294","167,897","175,5","183,102","190,705","198,307"
"152,828","160,417","168,007","175,596","183,185","190,774","198,364"
"152,964","160,537","168,111","175,685","183,259","190,833","198,406"
"153,088","160,648","168,207","175,767","183,327","190,887","198,446"
"153,207","160,752","168,298","175,843","183,389","190,934","198,479"
"153,321","160,852","168,382","175,913","183,444","190,975","198,506"
"153,43","160,946","168,462","175,978","183,494","191,01","198,526"
"153,535","161,036","168,537","176,038","183,539","191,04","198,541"
"153,636","161,122","168,608","176,094","183,579","191,065","198,551"
"153,734","161,204","168,675","176,145","183,615","191,086","198,556"
"153,823","161,28","168,736","176,192","183,649","191,105","198,562"
"153,915","161,355","168,796","176,237","183,678","191,118","198,559"
"153,998","161,425","168,851","176,278","183,704","191,131","198,558"
"154,079","161,492","168,904","176,316","183,729","191,141","198,553"
"154,158","161,556","168,954","176,352","183,75","191,148","198,546"
"154,24","161,622","169,003","176,385","183,767","191,149","198,53"
"154,309","161,678","169,047","176,416","183,785","191,154","198,523"
"154,383","161,737","169,091","176,445","183,8","191,154","198,508"
"154,454","161,793","169,133","176,472","183,812","191,151","198,491"
"154,524","161,848","169,173","176,498","183,822","191,147","198,472"
"154,587","161,898","169,21","176,521","183,833","191,144","198,456"
"154,648","161,947","169,245","176,543","183,841","191,14","198,438"
